Endpoint,readTimestamp,rssi,tagMac,isMotion
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-59,0xa15545,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-59,0xa15537,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-63,0x280071,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-65,0x28006f,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-72,0x286dea,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-56,0x27ff72,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-63,0x27ffb2,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-69,0x27ffa6,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-72,0x28001b,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-74,0x27ffad,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-58,0x27ff69,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-70,0x286e16,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-66,0x28002a,false
b1ee0b5e-5ace-11e9-b699-001d054d25e2,11:42:14,-69,0x27ffb1,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-67,0x280024,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-69,0x27ffa2,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-67,0xa15519,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-73,0x27ffa3,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-63,0x280023,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-71,0x28007b,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-74,0x27ffa0,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-62,0x28002b,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-68,0x280029,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-60,0x27ffab,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-59,0x28001a,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-73,0x26c6ed,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-71,0x27ffac,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-68,0x28006b,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-71,0x27ffa5,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-75,0xa1545e,false
2bc72bfa-5ace-11e9-a643-001d054d25e2,11:42:14,-72,0x286d55,false
4fe026ea-5ace-11e9-ad34-001d054d25e2,11:42:14,-73,0x280071,false
4fe026ea-5ace-11e9-ad34-001d054d25e2,11:42:14,-72,0x28006f,false
4fe026ea-5ace-11e9-ad34-001d054d25e2,11:42:14,-67,0x27ffb2,false
4fe026ea-5ace-11e9-ad34-001d054d25e2,11:42:14,-70,0x27ffa6,false
4fe026ea-5ace-11e9-ad34-001d054d25e2,11:42:14,-74,0x28001b,false
